step,reward,avg_ep_reward,gravity
1000,-3.747483139269989,-297.1312045218626,-10.0
2000,-3.3523189868221843,-257.4588255250365,-10.0
3000,-2.543343230795202,-281.69555110240015,-10.0
4000,-2.4009665349174387,-213.4007186580553,-10.0
5000,-1.7843549692223433,-168.42586914995852,-10.0
6000,-1.7486463935778824,-150.05424073125903,-10.0
7000,-1.7184481324226855,-146.28334609443374,-10.0
8000,-2.0200064744445947,-193.0482615470213,-10.0
9000,-1.5713433662486844,-130.15541899979428,-10.0
10000,-1.8432577500003262,-129.25457751722908,-10.0
11000,-1.6935246630698795,-133.73207054773238,-11.65955990594852
12000,-1.6255448716561072,-119.58565844774303,-11.65955990594852
13000,-1.8484594933749696,-149.09988111988045,-11.65955990594852
14000,-1.6507239679870753,-138.1981385742204,-11.65955990594852
15000,-1.6362511693732527,-138.02088658163942,-11.65955990594852
16000,-1.2235488756545703,-113.61258492402536,-11.65955990594852
17000,-0.2055680272616552,-104.98930850756638,-11.65955990594852
18000,-0.9704970591582094,-88.41271217312112,-11.65955990594852
19000,-1.1827483503724867,-86.95787670853791,-11.65955990594852
20000,-1.0265051129750455,-93.56138071214927,-11.65955990594852
21000,-0.8946371266345386,-85.08134254013187,-5.5935101311568385
22000,-0.9397128114780304,-73.2328954140889,-5.5935101311568385
23000,-0.76157137301641,-53.90722810452693,-5.5935101311568385
24000,-0.7659028791202165,-59.43366929135959,-5.5935101311568385
25000,-0.45187980173964365,-39.0448069846956,-5.5935101311568385
26000,-0.388763956562173,-43.922749284756904,-5.5935101311568385
27000,-0.4598785803364024,-45.35138804612528,-5.5935101311568385
28000,-0.21161988193841594,-29.014679516028103,-5.5935101311568385
29000,-0.11920925003763834,-15.915466368265399,-5.5935101311568385
30000,0.0453145167917858,-10.014035046673182,-5.5935101311568385
31000,-0.09387103883798743,-7.294682475443372,-19.9977125036531
32000,-0.24302881547183175,-25.243339834093153,-19.9977125036531
33000,-0.22688839846600697,-57.462851686895554,-19.9977125036531
34000,-0.09813279431548853,-62.599077514354484,-19.9977125036531
35000,-0.07880783088997835,-70.87649969946264,-19.9977125036531
36000,-0.011890577055052818,-77.14946335983902,-19.9977125036531
37000,-0.179809770205377,-87.95409718617904,-19.9977125036531
38000,-0.19710641710563853,-88.5249722004996,-19.9977125036531
39000,-0.11563553476184647,-59.804652411582126,-19.9977125036531
40000,0.1320214015359393,-30.633339559660463,-19.9977125036531
41000,-0.01351136902453076,-25.65609216848092,-13.953348547363206
42000,0.001399213274259594,-13.446557211377472,-13.953348547363206
43000,-0.030853244003768647,6.852427834088724,-13.953348547363206
44000,-0.031168429848806495,-2.0281066476795098,-13.953348547363206
45000,-0.06123192504827137,0.5776189040364533,-13.953348547363206
46000,0.056246423679729395,-1.230011045109992,-13.953348547363206
47000,0.02186114207291754,-2.620081378805893,-13.953348547363206
48000,0.05379360966130655,-9.274504793524574,-13.953348547363206
49000,-0.03627977182802509,-10.743939210099377,-13.953348547363206
50000,0.0013356837839867098,-14.851965698840704,-13.953348547363206
51000,-0.03575816102053942,7.638691589085195,-17.06488218365774
52000,-0.03247219663486106,-0.3324057312465786,-17.06488218365774
53000,-0.34535045337275705,-44.231996771855876,-17.06488218365774
54000,0.12585552671862443,-24.06737465634757,-17.06488218365774
55000,-0.5079322344933307,-91.82586519534493,-17.06488218365774
56000,0.07999592139680103,-81.68573515411906,-17.06488218365774
57000,-0.34834009710397223,-74.1078557666737,-17.06488218365774
58000,-0.003387889757603056,-85.38397466259998,-17.06488218365774
59000,-0.5267651314569339,-76.38857651924711,-17.06488218365774
60000,-0.6739242305382753,-86.91205719625289,-17.06488218365774
61000,-1.6438195031325922,-163.8086194792707,-18.153228104624045
62000,-0.5162625514643634,-202.1793745941324,-18.153228104624045
63000,-1.0037851807531744,-130.02691579345463,-18.153228104624045
64000,0.009354721270396861,-64.46705135458156,-18.153228104624045
65000,-0.08137848424174762,-11.406735190978072,-18.153228104624045
66000,0.14598901802896022,10.307111433686444,-18.153228104624045
67000,0.16402769670840517,18.78543842640303,-18.153228104624045
68000,0.1495226920247807,33.578470190932215,-18.153228104624045
69000,-0.674676145080579,-49.07472263146158,-18.153228104624045
70000,0.25209146686592404,-49.12069739510416,-18.153228104624045
71000,0.012001957381034063,-31.834312372237246,-16.27479577244658
72000,0.20062588875358028,-2.6365088272186896,-16.27479577244658
73000,0.06609751556561805,6.580759008009629,-16.27479577244658
74000,0.0016635609686141964,24.31622783473063,-16.27479577244658
75000,-0.15878133040829567,37.761147303553685,-16.27479577244658
76000,0.07723871021340946,21.40984229974598,-16.27479577244658
77000,0.2892775678025524,47.51583886798345,-16.27479577244658
78000,0.08449816601295368,52.721752718890095,-16.27479577244658
79000,0.023893946863311855,50.16995344507915,-16.27479577244658
80000,0.0332288945807846,34.485183117128734,-16.27479577244658
81000,0.30490425703714297,56.30124751724031,-13.088785459139045
82000,-0.10200791146744723,56.99093910454417,-13.088785459139045
83000,0.020203236049395366,65.98771392067667,-13.088785459139045
84000,0.01781476365863617,54.2173394050641,-13.088785459139045
85000,-0.05392723856124998,30.455597043899974,-13.088785459139045
86000,0.2004364673037455,46.877648616165516,-13.088785459139045
87000,0.05892673722685233,48.6122479264525,-13.088785459139045
88000,0.013028503107144809,43.97206349494039,-13.088785459139045
89000,0.09419485079562855,31.055390363370684,-13.088785459139045
90000,0.033806373877956555,31.775755896993246,-13.088785459139045
91000,-0.008582015915092398,51.62169418867884,-12.064650515386601
92000,0.08880842248306262,43.905936093067375,-12.064650515386601
93000,0.3468451929565949,72.53427693476365,-12.064650515386601
94000,-0.03670110374222231,56.266160144706156,-12.064650515386601
95000,0.2504602535522014,70.78398061255794,-12.064650515386601
96000,0.007286248397840932,70.75877606711659,-12.064650515386601
97000,0.0937946224493137,69.95311738664685,-12.064650515386601
98000,0.058330292789739085,68.51895729933403,-12.064650515386601
99000,0.01701244241883152,76.82628069449085,-12.064650515386601
100000,-0.131581497397186,68.50014133520668,-12.064650515386601
