step,reward,avg_ep_reward,gravity
1000,-1.7964928469916326,-159.0443854258893,-10.0
2000,-2.308241346991831,-231.38779749362092,-10.0
3000,-1.208245171971874,-115.67189141596722,-10.0
4000,-1.7485690446995112,-157.9261443394915,-10.0
5000,-1.8355683049347804,-164.80036789009304,-10.0
6000,-1.817598503096794,-172.59824789203464,-10.0
7000,-1.345986478740263,-140.54782076859493,-10.0
8000,-1.6091780946595917,-148.9833401267089,-10.0
9000,-1.1556668601181186,-94.45235287104185,-10.0
10000,-1.0829922509727208,-129.67692767476066,-10.0
11000,-0.9987031302012567,-104.76759118130651,-0.6594032197264674
12000,-1.244665587720466,-118.68498699782792,-0.6594032197264674
13000,-0.6028840455309008,-65.1609031279203,-0.6594032197264674
14000,-1.4206787750532663,-148.65885916100356,-0.6594032197264674
15000,-1.0356763538829645,-93.7233630340061,-0.6594032197264674
16000,-0.6553980163438136,-59.3101386549976,-0.6594032197264674
17000,-0.924888937054532,-90.67248742636657,-0.6594032197264674
18000,-0.9817168413782739,-97.49816514609961,-0.6594032197264674
19000,-0.8419180934825157,-69.22664817729044,-0.6594032197264674
20000,-0.7986497608139562,-60.878227662086985,-0.6594032197264674
21000,-0.6029057059604135,-67.40014616465673,-9.055355016485553
22000,-0.5876846043384778,-67.73197644477258,-9.055355016485553
23000,-0.25575430090673174,-43.553408000575466,-9.055355016485553
24000,-0.43549159558425193,-39.32066328024358,-9.055355016485553
25000,-0.19516497896908677,-21.29578006013315,-9.055355016485553
26000,-0.46153623670992594,-51.72137227391575,-9.055355016485553
27000,-0.760242022568806,-97.77504027805459,-9.055355016485553
28000,-0.04494842449670182,-51.77621434510784,-9.055355016485553
29000,-0.22816672584673625,-21.004553664814967,-9.055355016485553
30000,0.06794249301690541,1.2827221003902622,-9.055355016485553
31000,-0.08954910439902489,8.94576511432938,-0.5463128007023137
32000,-0.31520603616233767,-39.95151289308371,-0.5463128007023137
33000,-0.26161243296114295,-63.70558864128158,-0.5463128007023137
34000,-0.09043354146136708,-32.37845365689365,-0.5463128007023137
35000,0.10223083943996408,-6.355245255853077,-0.5463128007023137
36000,0.029622346569372186,-2.8494706599797355,-0.5463128007023137
37000,-0.02020085752708576,-7.274593813706346,-0.5463128007023137
38000,0.14058588176000975,14.441119876371951,-0.5463128007023137
39000,-0.30078422935330645,0.47165649137891136,-0.5463128007023137
40000,-0.33467822486039545,-78.0305720221853,-0.5463128007023137
41000,-0.09653022747145473,-19.99320702250053,-5.703680126512706
42000,-0.10103467762087505,-18.05780775788757,-5.703680126512706
43000,-0.17611973510987197,-16.136759258832665,-5.703680126512706
44000,-0.0073577193665322616,-28.760701873130547,-5.703680126512706
45000,0.06445150560342762,-15.963098033338536,-5.703680126512706
46000,-0.08682382959398097,-14.546912051022314,-5.703680126512706
47000,-0.08284718737572655,-33.90171834610031,-5.703680126512706
48000,0.006292424182725994,-13.744503049493517,-5.703680126512706
49000,0.07974148411474252,-2.5179008622863917,-5.703680126512706
50000,-0.378069663676981,-37.710894439066536,-5.703680126512706
51000,-0.0021839348090259064,-40.574964289201674,-6.045423508054583
52000,-0.5762376417781031,-83.21539236256112,-6.045423508054583
