step,reward,avg_ep_reward,gravity
1000,-2.013582316446078,-203.69558564220455,-10.0
2000,-1.393138211149352,-126.19912605714505,-10.0
3000,-1.4097146975196533,-140.78601109794673,-10.0
4000,-1.1729099535620753,-107.09806794888755,-10.0
5000,-2.043088567414792,-207.5550123276118,-10.0
6000,-1.581382057625702,-146.16446465820692,-10.0
7000,-1.5806610468971403,-159.0009964533055,-10.0
8000,-1.283105613653206,-114.46337051412142,-10.0
9000,-0.8462336844901631,-78.31059116019073,-10.0
10000,-0.958591706402202,-79.78949038392136,-10.0
11000,-0.7526492103259118,-74.48305538873021,-11.65955990594852
12000,-0.6884751764775913,-58.21610602106748,-11.65955990594852
13000,-0.4725393028577381,-47.79040103365196,-11.65955990594852
14000,-0.47268706709640346,-45.999590336365046,-11.65955990594852
15000,-0.3489948382114322,-58.17187920204009,-11.65955990594852
16000,-0.499740339575724,-100.65194113849432,-11.65955990594852
17000,-1.0003539338673062,-148.99748692466503,-11.65955990594852
18000,-0.7106140411143561,-175.59453603740607,-11.65955990594852
19000,-1.0565581767095242,-132.8950434825611,-11.65955990594852
20000,-0.5596658830070255,-106.10636532941191,-11.65955990594852
21000,-1.081241241012522,-151.18563966422064,-5.5935101311568385
22000,-0.37373431369689003,-115.3584087876346,-5.5935101311568385
23000,-0.7534180181169782,-109.76511799007422,-5.5935101311568385
24000,-0.8503075060636217,-108.55960715888402,-5.5935101311568385
25000,-0.5138722879830274,-96.40562117026127,-5.5935101311568385
26000,-0.3431812905735521,-101.1261400502941,-5.5935101311568385
27000,-0.9121617941413724,-160.64331442447008,-5.5935101311568385
28000,-0.12707479249724138,-122.33951418793754,-5.5935101311568385
29000,-0.9351248539790062,-126.88578519434948,-5.5935101311568385
30000,-0.9750039745895533,-197.95483844420912,-5.5935101311568385
31000,-0.28575455444043596,-139.48394527468383,-19.9977125036531
32000,-0.8666806076953351,-121.31851473388983,-19.9977125036531
33000,-0.7822200107656516,-165.34741895207586,-19.9977125036531
34000,-0.4422750895649508,-145.7092887637114,-19.9977125036531
35000,-0.12476162713949908,-139.2938612534729,-19.9977125036531
36000,-0.2921358344870912,-138.97396924851833,-19.9977125036531
37000,-0.2759617926559787,-71.45576678538241,-19.9977125036531
38000,-0.49379381287302615,-53.61590485146523,-19.9977125036531
39000,-0.19862665392688866,-43.46083143245168,-19.9977125036531
40000,-0.2629709996102147,-34.019174224794696,-19.9977125036531
41000,0.010888607919699377,-18.696650147421657,-13.953348547363206
42000,-0.5346624575765465,-59.40454543036081,-13.953348547363206
43000,-0.08527336129461116,-73.23190509304847,-13.953348547363206
44000,-0.08360916770523896,-44.91060040336114,-13.953348547363206
45000,-0.1803960989686903,-46.814717407566214,-13.953348547363206
46000,-0.18537943658985087,-44.43760500922504,-13.953348547363206
47000,-0.5920893096427368,-96.02618632433146,-13.953348547363206
48000,0.009187700699390918,-96.0490903819107,-13.953348547363206
49000,0.05185090128652328,-86.59567538908625,-13.953348547363206
50000,-0.296524002519206,-64.92340201282644,-13.953348547363206
51000,0.04481368105329247,-35.27923017748234,-17.06488218365774
52000,-0.04391663461284273,-22.76308459787888,-17.06488218365774
53000,-0.14076932177123241,-31.798634876392946,-17.06488218365774
54000,-0.38106251570672534,-49.09823302848643,-17.06488218365774
55000,-0.33566043480463337,-86.55279107725252,-17.06488218365774
56000,-0.2655222617323142,-68.93020146637869,-17.06488218365774
57000,0.008170490399397472,-22.65130102889057,-17.06488218365774
58000,0.04036862732894727,-28.12718147061879,-17.06488218365774
59000,0.036692152170051784,-11.559945839193379,-17.06488218365774
60000,0.38432451655104,32.75083117728866,-17.06488218365774
